Level of Care,FACILITY NAME,FACILITY TELEPHONE,TOWN,COUNTY,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,Location 1
CCNH,Aurora Senior Living of New Britain,(860) 224-3111,New Britain,HARTFORD,For Profit,1,1,282,282,255,0,0,370,345,330,,,,255,0,0,3,1,13,33,33,55,101,16,0,93,162,0,48,60,97,0,50,0,190,28,34,0,3,0,168,0,0,22,0,22,17,7,0,0,0,0,12,7,2014,"400 Brittany Farms Road
New Britain, CT
(41.712652, -72.76866)"
CCNH,Bride Brook Health and Rehabilitation Center,(860) 739-4007,Niantic,NEW_LONDON,For Profit,1,1,130,130,130,0,0,409,360,,,,,130,0,0,1,1,4,7,19,30,47,21,0,45,85,0,31,17,63,1,18,0,125,4,1,0,0,0,50,0,0,21,0,29,7,1,0,0,0,3,18,1,2014,"23 Liberty Way
Niantic, CT
(41.32082, -72.243369)"
CCNH,"Carolton Chronic & Convalescent Hospital, Inc.",(203) 255-3573,Fairfield,FAIRFIELD,For Profit,1,1,229,229,168,0,0,513,447,,,,,168,0,0,0,0,0,7,17,32,90,22,0,42,126,0,36,15,102,1,14,0,159,5,2,0,2,0,80,0,0,5,0,32,4,0,0,0,4,COUNTY,39,0,2015,"400 Mill Plain Road
Fairfield, CT
(41.14442, -73.265546)"
CCNH,McLean Health Center,(860) 658-3700,Simsbury,HARTFORD,Non-profit,1,1,89,89,82,0,0,471,450,,,,,82,0,0,0,1,1,4,14,18,30,14,0,21,61,0,17,9,43,0,13,0,81,1,0,0,0,0,50,0,0,2,0,15,2,0,0,0,4,FACILITY NAME,7,1,2015,"75 Great Pond Road
Simsbury, CT
(41.885251, -72.824809)"
CCNH,"Colonial Health and Rehab Center of Plainfield, LLC",(860) 564-4081,Plainfield,WINDHAM,For Profit,1,1,90,90,80,0,0,350,325,,,,,80,0,0,0,1,0,6,10,18,31,14,0,17,63,0,15,11,46,0,8,0,79,1,0,0,0,0,60,0,0,2,0,13,1,0,0,0,0,0,4,0,2014,"16 Windsor Avenue
Plainfield, CT
(41.681773, -71.918016)"
CCNH,Branford Hills Health Care Center,(203) 481-6221,Branford,NEW_HAVEN,For Profit,1,1,190,190,183,0,0,425,390,,,,,183,0,0,0,0,2,9,17,33,91,31,0,38,145,0,26,20,122,0,15,0,180,2,0,0,0,1,125,0,0,0,0,27,9,0,0,1,0,0,15,6,2014,"189 Alps Road
Branford, CT
(41.264159, -72.846724)"
CCNH,Salmon Brook Center,(860) 633-5244,Glastonbury,HARTFORD,For Profit,1,1,126,126,118,0,0,430,400,,,,,118,0,0,0,1,3,2,17,27,51,17,0,33,85,0,0,0,0,0,0,118,111,2,5,0,0,0,60,0,0,6,0,29,10,0,0,0,1,Level of Care,10,2,2015,"72 Slamon Brook Drive
Glastonbury, CT
(41.716529, -72.603395)"
CCNH,Fairview,(860) 445-7478,Groton,NEW_LONDON,Non-profit,1,1,120,120,115,0,0,382,340.35,,,,,115,0,0,0,0,1,4,9,24,58,19,0,31,84,0,8,5,96,0,6,0,109,3,1,1,1,0,58,0,0,2,0,12,1,0,0,0,5,MEDICARE CERTIFIED,31,0,2015,"235 Lestertown Road
Groton, CT
(41.372079, -72.083114)"
CCNH,Bel-Air Manor Nursing & Rehabilitation Center,(860) 666-5689,Newington,HARTFORD,For Profit,1,1,71,71,65,0,0,441,395,,,,,65,0,0,0,0,1,5,3,18,27,11,0,15,50,0,10,10,37,1,7,0,57,3,4,0,0,1,33,0,0,2,0,12,6,2,0,0,0,Level of Care,10,0,2015,"256 New Britain Avenue
Newington, CT
(41.674661, -72.73262)"
CCNH/RHNS,Lutheran Home of Southbury,(203) 264-9135,Southbury,NEW_HAVEN,Non-profit,1,1,134,120,116,14,14,430,400,370,150,,,130,0,0,0,0,0,5,8,33,65,19,0,30,100,0,16,14,89,2,9,0,126,0,4,0,0,0,105,0,0,4,0,6,2,0,0,0,0,Level of Care,11,2,2015,"990 Main Street North
Southbury, CT
(41.504267, -73.210903)"
CCNH,Regency House Nursing and Rehabilitation Center,(203) 265-1661,Wallingford,NEW_HAVEN,For Profit,1,1,130,130,128,0,0,475,424,,,,,128,0,0,0,0,2,5,13,36,61,11,0,39,89,0,27,17,75,0,9,0,122,5,1,0,0,0,80,1,1,6,1,17,6,0,0,1,1,FACILITY NAME,10,3,2015,"181 East Main Street
Wallingford, CT
(41.454126, -72.799611)"
CCNH,"Holy Spirit Health Care Center, Inc.",(860) 928-0891,Putnam,WINDHAM,Non-profit,1,1,22,22,22,0,0,238.13,238.13,,,,,22,0,0,0,0,0,0,0,3,13,6,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,Level of Care,0,0,2015,"72 Church Street
Putnam, CT
(41.91734, -71.913108)"
CCNH,Chesterfield's Health Care Center,(860) 526-5363,Chester,MIDDLESEX,For Profit,1,1,60,60,49,0,0,375,350,,,,,49,0,0,1,0,2,7,8,11,13,7,0,17,32,0,11,14,15,1,8,0,47,1,1,0,0,0,41,0,0,3,0,3,0,0,0,0,0,Level of Care,0,2,2015,"132 Main Street
Chester, CT
(41.402061, -72.444367)"
RHNS,Wilton Meadows Health Care Center,(203) 834-0199,Wilton,FAIRFIELD,For Profit,1,1,148,0,0,148,137,,,,525,496,540,137,0,0,0,0,1,4,9,41,69,13,0,39,98,0,31,16,76,1,13,0,130,7,0,0,0,0,89,0,0,5,0,23,7,0,0,0,0,Level of Care,13,0,2015,"439 Danbury Road, Route 7
Wilton, CT
(41.215819, -73.429907)"
CCNH,Apple Rehab Coccomo,(203) 238-1606,Meriden,NEW_HAVEN,For Profit,1,1,100,100,88,0,0,447,398,,,,,88,0,0,0,0,0,4,7,18,48,11,0,21,67,0,21,6,53,0,8,0,78,2,8,0,0,0,56,0,0,4,0,13,9,0,0,0,0,0,6,0,2014,"33 Cone Avenue
Meriden, CT
(41.524874, -72.753051)"
CCNH,Pope John Paul II Center,(203) 797-9300,Danbury,FAIRFIELD,For Profit,1,1,141,141,128,0,0,482,430,,,,,128,0,1,0,0,4,10,17,41,42,13,0,58,70,0,25,21,59,2,21,0,116,7,4,0,1,0,93,0,0,7,0,18,1,0,0,0,0,0,4,5,2014,"33 Lincoln Avenue
Danbury, CT
(41.384556, -73.454716)"
CCNH,Bishop Wicke Health Center,(203) 929-5321,Shelton,FAIRFIELD,Non-profit,1,1,120,120,113,0,0,440,415,,,,,113,0,0,0,0,1,1,5,26,65,15,0,20,93,0,20,5,78,1,9,0,111,1,1,0,0,0,46,0,0,11,0,25,21,0,0,0,0,0,10,0,2014,"584 Long Hill Avenue
Shelton, CT
(41.281872, -73.098403)"
CCNH/RHNS,"Aurora Senior Living of Cromwell, LLC",(860) 635-5613,Cromwell,MIDDLESEX,For Profit,1,1,175,174,145,1,0,401.47,375,,401.47,375,,145,0,0,1,2,24,36,41,19,20,2,0,82,63,0,16,74,23,0,32,0,121,14,9,1,0,0,118,0,0,5,0,12,2,0,0,0,0,0,2,6,2014,"385 Main Street
Cromwell, CT
(41.600635, -72.646205)"
CCNH,Summit at Plantsville,(860) 628-0364,Plantsville,HARTFORD,For Profit,1,1,150,150,137,0,0,445,423,,,,,137,0,0,0,0,3,7,16,31,61,19,0,42,95,0,28,14,74,0,21,0,135,2,0,0,0,0,102,0,0,2,0,9,7,6,0,0,0,1,9,1,2014,"261 Summit Street
Plantsville, CT
(41.591955, -72.89307)"
CCNH,Masonicare at Newtown,(203) 426-5847,Newtown,FAIRFIELD,Non-profit,1,1,154,154,125,0,0,453,399,,,,,125,0,0,0,0,0,4,16,32,63,10,0,38,87,0,38,11,72,0,4,0,122,2,0,0,0,1,91,0,0,5,0,8,1,0,0,0,0,2,18,0,2014,"139 Toddy Hill Road
Newtown, CT
(41.382079, -73.258982)"
CCNH,Village Crest Center for Health and Rehabilitation,(860) 354-9365,New Milford,LITCHFIELD,For Profit,1,1,95,95,80,0,0,400,371,337,,,,80,0,0,0,0,3,8,7,26,29,7,0,16,64,0,11,30,27,0,12,0,78,1,0,0,1,0,56,0,0,2,0,11,0,0,0,0,0,2,9,0,2014,"19 Poplar Street
New Milford, CT
(41.58294, -73.408736)"
CCNH,Filosa for Nursing and Rehabilitation,(203) 744-3366,Danbury,FAIRFIELD,For Profit,1,1,64,64,62,0,0,475,445,,,,,62,0,0,0,0,0,0,3,19,29,11,0,12,50,0,10,2,43,0,7,0,60,0,2,0,0,0,42,0,0,2,0,3,0,0,0,1,4,0,10,0,2014,"13 Hakim Street
Danbury, CT
(41.395381, -73.473514)"
CCNH,"Westside Care Center, LLC",(860) 647-9191,Manchester,HARTFORD,For Profit,1,1,180,180,157,0,0,461,445,418,,,,157,0,0,0,2,14,43,43,32,18,5,0,69,88,0,18,2,102,0,35,0,117,26,14,0,0,0,138,0,0,10,0,5,1,0,0,0,0,0,3,0,2014,"349 Bidwell Street
Manchester, CT
(41.759546, -72.544389)"
CCNH,Whitney Center,(203) 848-2611,Hamden,NEW_HAVEN,Non-profit,1,1,59,59,50,0,0,443,407,,,,,50,0,0,0,0,0,0,3,7,31,9,0,10,40,0,6,3,36,0,5,0,49,1,0,0,0,0,7,0,0,0,0,3,0,0,31,0,0,Level of Care,6,3,2015,"200 Leeder Hill Drive
Hamden, CT
(41.349388, -72.921005)"
CCNH,Bridgeport Manor,(203) 384-6500,Bridgeport,FAIRFIELD,For Profit,1,1,240,240,206,0,0,305,295,275,,,,206,0,0,1,4,22,52,57,46,22,2,0,121,85,0,19,76,44,0,67,0,113,60,32,0,1,0,170,0,0,9,0,7,2,14,0,0,0,0,3,1,2014,"540 Bond Street
Bridgeport, CT
(41.201273, -73.167013)"
CCNH,Governor's House,(860) 658-1018,Simsbury,HARTFORD,For Profit,1,1,73,73,60,0,0,502,458,,,,,60,0,0,0,0,0,8,4,18,26,4,0,15,45,0,0,0,0,0,0,60,56,3,1,0,0,0,43,0,0,0,0,9,2,0,0,0,0,FACILITY NAME,5,0,2015,"36 Firetown Road
Simsbury, CT
(41.872974, -72.811606)"
CCNH,"Villa Maria Nursing and Rehabilitation Community, Inc.",(860) 564-3387,Plainfield,WINDHAM,For Profit,1,1,62,62,54,0,0,325,295,270,,,,54,0,0,0,0,1,0,8,20,19,6,0,9,45,0,9,4,39,0,2,0,54,0,0,0,0,0,35,0,0,4,0,5,0,0,0,0,0,0,10,0,2014,"20 Babcock Avenue
Plainfield, CT
(41.678696, -71.917758)"
CCNH,Wilton Meadows Health Care Center,(203) 834-0199,Wilton,FAIRFIELD,For Profit,1,1,148,148,130,0,0,510,482,,,,,130,0,0,0,0,0,4,9,40,62,15,0,32,98,0,26,10,83,1,10,0,124,5,1,0,0,0,84,0,0,4,0,28,1,0,0,0,0,3,10,0,2014,"439 Danbury Road, Route 7
Wilton, CT
(41.215819, -73.429907)"
CCNH/RHNS,Orange Health and Rehabilitation Center,(203) 795-0835,Orange,NEW_HAVEN,For Profit,1,1,60,59,53,1,1,416,375,375,416,375,,54,0,0,0,0,3,3,7,15,21,5,0,16,38,0,14,13,19,1,7,0,45,4,4,0,1,0,36,0,0,3,0,7,1,0,0,0,0,1,2,4,2014,"225 Boston Post Road
Orange, CT
(41.269394, -72.998313)"
CCNH/RHNS,"Miller Memorial Community, Inc.",(203) 237-8815,Meriden,NEW_HAVEN,Non-profit,1,1,93,85,67,8,4,465,405,,345,0,,71,0,0,0,0,0,3,4,21,31,12,0,17,54,0,13,17,32,0,9,0,64,2,5,0,0,0,58,0,0,5,0,4,1,0,0,0,0,Level of Care,3,0,2015,"360 Broad Street
Meriden, CT
(41.530301, -72.795306)"
CCNH,The Pines at Bristol Center for Nursing and Rehabilitation,(860) 589-1682,Bristol,HARTFORD,For Profit,1,1,132,132,123,0,0,424,398,,,,,123,0,0,0,0,0,10,11,30,53,19,0,35,88,0,27,13,63,0,20,0,121,1,1,0,0,0,78,0,0,8,0,16,3,0,0,0,0,0,10,8,2014,"61 Bellevue Avenue
Bristol, CT
(41.675186, -72.940458)"
CCNH,Vanderman Place,(860) 450-7060,Willimantic,WINDHAM,For Profit,1,1,120,120,97,0,0,,380,,,,,97,0,0,0,2,8,20,20,23,19,5,0,46,51,0,13,37,23,0,24,0,77,0,18,0,1,1,81,0,0,2,0,0,9,0,0,0,0,Level of Care,3,2,2015,"595 Valley Street
Willimantic, CT
(41.716836, -72.229126)"
CCNH,Groton Regency Center,(860) 446-9960,Groton,NEW_LONDON,For Profit,1,1,162,162,136,0,0,365,295,,,,,136,0,0,0,3,3,12,20,39,44,15,0,47,89,0,43,14,57,1,21,0,99,2,1,1,1,32,87,0,0,4,0,19,5,0,0,0,0,0,14,7,2014,"1145 Poquonnock Road
Groton, CT
(41.346698, -72.043241)"
CCNH,Countryside Manor of Bristol,(860) 583-8483,Bristol,HARTFORD,For Profit,1,1,90,90,87,0,0,457,436,,,,,87,0,0,0,0,1,2,14,20,41,9,0,20,67,0,17,9,48,0,13,0,87,0,0,0,0,0,69,0,0,4,0,8,0,0,0,0,0,Level of Care,6,0,2015,"1660 Stafford Avenue
Bristol, CT
(41.721245, -72.91463)"
CCNH,Walnut Hill Care Center,(860) 223-3617,New Britain,HARTFORD,For Profit,1,1,160,160,126,0,0,,250,,,,,126,0,1,0,4,6,25,20,32,31,7,0,63,63,0,17,35,36,5,33,0,98,5,22,0,1,0,101,0,0,9,0,9,2,0,0,0,0,Level of Care,2,3,2015,"55 Grand Street
New Britain, CT
(41.662108, -72.785102)"
CCNH,The Nathaniel Witherell,(203) 618-4200,Greenwich,FAIRFIELD,Non-profit,1,1,202,202,177,0,0,512,479,,,,,177,0,0,0,0,5,4,22,41,75,30,0,42,135,0,30,38,84,0,25,0,164,8,4,0,1,0,99,0,0,0,0,28,1,0,0,0,4,Level of Care,45,0,2015,"70 Parsonage Road
Greenwich, CT
(41.059487, -73.624382)"
CCNH,Norwichtown Rehabilitation and Care Center,(860) 889-2614,Norwich,NEW_LONDON,For Profit,1,1,120,120,119,0,0,405,355,,,,,119,0,0,0,0,3,5,22,33,44,12,0,31,88,0,22,14,63,2,18,0,115,4,0,0,0,0,62,0,0,5,0,32,4,0,0,0,0,FACILITY NAME,14,1,2015,"93 West Town Street
Norwich, CT
(41.551224, -72.102137)"
CCNH,Beacon Brook Health Center,(203) 729-9889,Naugatuck,NEW_HAVEN,For Profit,1,1,126,126,123,0,0,467,452,,,,,123,0,0,0,0,3,9,17,33,48,13,0,34,89,0,22,14,73,0,14,0,111,10,2,0,0,0,84,0,0,9,0,16,11,0,0,0,0,FACILITY NAME,1,1,2015,"89 Weid Drive
Naugatuck, CT
(41.469629, -73.031943)"
CCNH,"Hughes Health and Rehabilitation, Inc.",(860) 236-5623,West Hartford,HARTFORD,For Profit,1,1,170,170,144,0,0,432,382,,,,,144,0,0,0,1,3,10,15,41,62,12,0,42,102,0,23,39,62,1,19,0,114,19,9,0,2,0,106,0,0,4,0,10,0,1,0,0,0,Level of Care,22,1,2015,"29 Highland Street
West Hartford, CT
(41.767504, -72.718027)"
CCNH,Western Rehabilitation Care Center,(203) 792-8102,Danbury,FAIRFIELD,Non-profit,1,1,180,180,125,0,0,450,405,,,,,125,0,0,1,0,6,13,26,39,27,13,0,49,76,0,22,28,49,2,24,0,109,8,3,0,5,0,112,0,0,1,0,8,1,0,0,0,0,FACILITY NAME,2,0,2015,"107 Osborne Street
Danbury, CT
(41.403689, -73.442173)"
CCNH,"Glastonbury Health Care Center, Inc.",(860) 659-1905,Glastonbury,HARTFORD,For Profit,1,1,105,105,103,0,0,523,498,451,,,,103,0,0,0,0,0,2,8,16,46,31,0,19,84,0,14,6,72,2,9,0,99,2,2,0,0,0,56,0,0,7,0,18,6,0,0,0,0,TOWN,13,0,2015,"1175 Hebron Avenue
Glastonbury, CT
(41.71823, -72.565754)"
CCNH,Bradley Home Infirmary/Pavilion,(203) 235-5716,Meriden,NEW_HAVEN,Non-profit,1,1,30,30,30,0,0,375,375,,,,,30,0,0,0,0,0,0,0,6,18,6,0,1,29,0,3,2,20,0,5,0,30,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,0,Level of Care,4,0,2015,"320 Colony Street
Meriden, CT
(41.545855, -72.795768)"
CCNH,Bridgeport Health Care Center,(203) 384-6400,Bridgeport,FAIRFIELD,For Profit,1,1,240,240,205,0,0,305,295,275,,,,205,0,0,1,6,12,43,49,53,35,6,0,105,100,0,25,87,55,0,38,0,93,65,46,0,1,0,177,0,0,12,0,6,2,0,0,0,0,0,4,4,2014,"600 Bond Street
Bridgeport, CT
(41.200342, -73.167238)"
CCNH,Middlesex Health Care Center,(860) 344-0353,Middletown,MIDDLESEX,For Profit,1,1,150,150,136,0,0,474,444,,,,,136,0,1,0,0,6,11,18,41,50,9,0,46,90,0,27,24,64,0,21,0,127,8,1,0,0,0,106,0,0,6,0,9,3,0,0,0,0,4,8,0,2014,"100 Randolph Road
Middletown, CT
(41.53484, -72.616556)"
CCNH,Village Green of Waterbury Rehabilitation and Health Center,(203) 757-9271,Waterbury,NEW_HAVEN,For Profit,1,1,180,180,126,0,0,389.34,349.17,316.21,,,,126,0,0,5,6,10,42,30,17,14,2,0,59,67,0,28,46,25,2,25,0,89,22,15,0,0,0,104,0,0,0,0,12,3,0,0,0,0,COUNTY,0,3,2015,"128 Cedar Avenue
Waterbury, CT
(41.549392, -72.996781)"
CCNH,Norwichtown Rehabilitation and Care Center,(860) 889-2614,Norwich,NEW_LONDON,For Profit,1,1,120,120,118,0,0,395,345,,,,,118,0,0,0,0,1,8,12,37,41,19,0,28,90,0,24,16,65,1,12,0,114,4,0,0,0,0,70,0,0,1,0,25,2,0,0,0,2,2,15,1,2014,"93 West Town Street
Norwich, CT
(41.551224, -72.102137)"
CCNH,"Westside Care Center, LLC",(860) 647-9191,Manchester,HARTFORD,For Profit,1,1,162,162,152,0,0,484,467,439,,,,152,0,0,2,3,12,40,42,33,18,2,0,79,73,0,26,70,29,2,25,0,126,12,12,0,2,0,132,0,0,7,0,2,2,0,0,0,0,Level of Care,2,7,2015,"349 Bidwell Street
Manchester, CT
(41.759546, -72.544389)"
CCNH,Pilgrim Manor,(860) 635-5511,Cromwell,MIDDLESEX,Non-profit,1,1,60,60,50,0,0,557.95,462.35,,,,,50,0,0,0,0,0,0,2,18,20,10,0,23,27,0,8,2,37,0,3,0,50,0,0,0,0,0,20,0,0,2,0,7,0,0,0,0,0,Level of Care,19,2,2015,"52 Missionary Road
Cromwell, CT
(41.600975, -72.667306)"
CCNH,Touchpoints at Bloomfield,(860) 243-9591,Bloomfield,HARTFORD,For Profit,1,1,150,150,139,0,0,467,444,,,,,139,0,0,0,3,19,54,23,22,17,1,0,68,71,0,14,74,17,1,33,0,65,60,14,0,0,0,126,0,0,3,0,2,7,0,0,0,0,Level of Care,0,1,2015,"140 Park Avenue
Bloomfield, CT
(41.822928, -72.70347)"
CCNH,Essex Meadows Health Center,(860) 767-7201,Essex,MIDDLESEX,For Profit,1,0,45,45,39,0,0,428.68,360.7,,,,,39,0,0,0,0,0,0,0,3,20,16,0,6,33,0,3,1,32,0,3,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,27,0,0,Level of Care,8,0,2015,"30 Bokum Road
Essex, CT
(41.338389, -72.410851)"
CCNH,Green Springs Healthcare and Rehabilitation Center,(860) 568-7520,East Hartford,HARTFORD,For Profit,1,1,150,150,97,0,0,405,381,,,,,97,0,1,1,3,12,27,23,19,8,3,0,48,49,0,20,51,20,0,6,0,62,20,10,0,5,0,82,0,0,7,0,4,0,0,0,0,2,0,1,1,2014,"51 Applegate Lane
East Hartford, CT
(41.766504, -72.60969)"
CCNH/RHNS,Apple Rehab West Haven,(203) 932-6411,West Haven,NEW_HAVEN,For Profit,1,1,90,89,81,1,1,430,399,,430,399,,82,0,0,0,0,1,8,10,22,35,6,0,21,61,0,8,16,51,0,7,0,68,8,6,0,0,0,52,0,0,4,0,11,3,0,0,0,0,Level of Care,3,9,2015,"308 Savin Avenue
West Haven, CT
(41.260554, -72.950838)"
CCNH,Regency Heights of Danielson,(860) 774-9540,Danielson,WINDHAM,For Profit,1,1,190,190,183,0,0,357,336,,,,,183,0,1,1,8,10,21,37,62,31,12,0,64,119,0,32,24,111,6,10,0,173,3,4,1,0,2,135,0,0,19,0,12,6,0,0,0,0,3,5,3,2014,"111 Westcott Road
Danielson, CT
(41.809353, -71.873842)"
CCNH,Greentree Manor Nursing and Rehabilitation Center,(860) 442-0647,Waterford,NEW_LONDON,For Profit,1,1,90,90,75,0,0,434,420,,,,,75,0,1,1,0,1,2,4,22,32,12,0,12,63,0,10,8,48,0,9,0,70,3,1,0,0,1,47,0,0,4,0,5,5,0,0,0,0,Level of Care,9,5,2015,"4 Greentree Drive
Waterford, CT
(41.394072, -72.145459)"
CCNH,Masonicare Health Center,(203) 679-5900,Wallingford,NEW_HAVEN,Non-profit,1,1,382,382,368,0,0,475,419,395,,,,368,0,0,0,0,3,8,36,95,181,45,0,116,252,0,113,32,199,1,23,0,355,6,4,0,1,2,225,0,0,18,0,44,14,0,0,0,0,0,67,0,2014,"22 Masonic Avenue
Wallingford, CT
(41.459676, -72.83731)"
CCNH,"St. Joseph's Living Center, Inc.",(860) 456-1107,Windham,WINDHAM,Non-profit,1,1,120,120,101,0,0,445,415,,,,,101,0,0,0,0,0,1,8,23,46,23,0,23,78,0,21,4,62,2,12,0,101,0,0,0,0,0,58,0,0,3,0,17,4,0,0,0,0,FACILITY TELEPHONE,17,0,2015,"14 Club Road
Windham, CT
(41.715374, -72.186914)"
CCNH,Jefferson House,(860) 667-4453,Newington,HARTFORD,Non-profit,1,1,104,104,99,0,0,451,424,,,,,99,0,0,0,0,0,0,10,17,52,20,0,17,82,0,10,16,68,0,5,0,97,1,1,0,0,0,54,0,0,1,0,17,5,0,0,0,0,1,21,0,2014,"1 John H. Stewart Drive
Newington, CT
(41.69601, -72.71407)"
CCNH,Apple Rehab Laurel Woods,(203) 466-6850,East Haven,NEW_HAVEN,For Profit,1,1,120,120,107,0,0,475,435,,,,,107,0,0,0,0,2,5,10,32,48,10,0,20,87,0,8,7,89,0,3,0,103,3,0,0,1,0,83,0,0,5,0,12,2,0,0,0,0,Level of Care,5,0,2015,"451 North High Street
East Haven, CT
(41.292527, -72.866913)"
CCNH/RHNS,"Connecticut Baptist Homes, Inc.",(203) 237-1206,Meriden,NEW_HAVEN,Non-profit,1,1,60,30,29,30,30,413,372,,359,331.7,,59,0,0,0,0,0,0,0,12,34,13,0,10,49,0,5,6,47,0,1,0,59,0,0,0,0,0,44,0,0,0,0,7,0,0,0,0,0,0,8,0,2014,"292 Thorpe Avenue
Meriden, CT
(41.516088, -72.755022)"
CCNH,"Hewitt Health and Rehabilitation Center, Inc.",(203) 924-4671,Shelton,FAIRFIELD,For Profit,1,1,160,160,133,0,0,430,396,,,,,133,0,0,0,0,5,8,18,30,46,26,0,48,85,0,20,28,72,1,12,0,111,6,6,0,0,10,94,0,0,4,0,12,10,0,0,0,0,0,9,4,2014,"45 Maltby Street
Shelton, CT
(41.312414, -73.091344)"
CCNH,Apple Rehab Saybrook,(860) 399-6216,Old Saybrook,MIDDLESEX,For Profit,1,1,120,120,91,0,0,395,379,,,,,91,0,0,0,0,2,9,15,17,38,10,0,34,57,0,20,17,42,0,12,0,89,0,2,0,0,0,56,0,0,4,0,15,5,0,0,0,0,0,9,2,2014,"1775 Boston Post Road
Old Saybrook, CT
(41.28446, -72.420475)"
CCNH,Northbridge Healthcare Center,(203) 336-0232,Bridgeport,FAIRFIELD,For Profit,1,1,145,145,135,0,0,442,422,,,,,135,0,0,0,0,5,7,35,38,46,4,0,48,87,0,29,30,59,0,17,0,20,67,45,0,3,0,102,0,0,9,0,10,6,0,0,0,0,0,2,6,2014,"2875 Main Street
Bridgeport, CT
(41.201535, -73.203509)"
CCNH,Waveny Care Center,(203) 594-5200,New Canaan,FAIRFIELD,Non-profit,1,1,76,76,75,0,0,540,497,,,,,75,0,0,0,0,1,0,3,20,40,11,0,20,55,0,24,5,41,0,5,0,73,1,0,0,1,0,34,0,0,3,0,11,0,0,0,0,0,0,27,0,2014,"3 Farm Road
New Canaan, CT
(41.128569, -73.493613)"
CCNH,Bayview Health Care,(860) 444-1175,Waterford,NEW_LONDON,For Profit,1,1,127,127,121,0,0,465,455,,,,,121,0,0,0,2,4,5,14,36,49,11,0,38,83,0,19,27,58,1,16,0,108,1,8,0,0,4,95,0,0,3,0,15,1,0,0,0,0,0,7,0,2014,"301 Rope Ferry Road
Waterford, CT
(41.327443, -72.165413)"
CCNH,Paradigm Healthcare Center of Waterbury,(203) 707-5800,Waterbury,NEW_HAVEN,For Profit,1,1,120,120,112,0,0,376,353,335,,,,112,0,2,4,2,13,19,21,18,28,5,0,50,62,0,15,43,37,0,17,0,83,10,19,0,0,0,100,0,0,2,0,8,1,0,0,0,0,0,1,0,2014,"177 Whitewood Road
Waterbury, CT
(41.576923, -73.081311)"
CCNH,Evergreen Woods Health Center,(203) 488-8000,North Branford,NEW_HAVEN,For Profit,1,0,50,50,45,0,0,425,365,,,,,45,0,0,0,0,0,1,0,8,31,5,0,12,33,0,17,0,26,0,2,0,45,0,0,0,0,0,0,0,0,0,0,7,1,0,27,0,0,0,10,0,2014,"88 Notch Hill Road
North Branford, CT
(41.317133, -72.751127)"
CCNH,"Monsignor Bojnowski Manor, Inc",(860) 229-0336,New Britain,HARTFORD,Non-profit,1,1,60,60,57,0,0,390,375,,,,,57,0,0,0,0,1,0,3,13,31,9,0,13,44,0,10,13,30,0,4,0,56,1,0,0,0,0,34,0,0,4,0,9,0,0,0,0,0,0,10,0,2014,"50 Pulaski Street
New Britain, CT
(41.675475, -72.798371)"
CCNH,The Pines at Bristol Center for Nursing and Rehabilitation,(860) 589-1682,Bristol,HARTFORD,For Profit,1,1,132,132,122,0,0,437,410,,,,,122,0,0,0,1,4,9,17,32,45,14,0,45,77,0,25,17,59,1,20,0,120,2,0,0,0,0,82,0,0,4,0,5,9,0,0,0,3,TOWN,11,5,2015,"61 Bellevue Avenue
Bristol, CT
(41.675186, -72.940458)"
CCNH,Apple Rehab Farmington Valley,(860) 747-1637,Plainville,HARTFORD,For Profit,1,1,160,160,117,0,0,443,417,,,,,117,0,0,0,3,5,4,13,32,52,8,0,33,84,0,26,13,66,0,12,0,109,4,4,0,0,0,60,0,0,3,0,26,12,0,0,0,0,0,9,7,2014,"269 Farmington Avenue
Plainville, CT
(41.685923, -72.852863)"
